year,election,wilaya,moughataa,commune,candidate,registered_voters,nb_null_votes,nb_neutral_votes,nb_votes
2019,Presidential,Brakna,Aleg,Aleg,Mohamed Sidi MAOULOUD (Maouloud),10223,313,51,97
2019,Presidential,Brakna,Aleg,Aleg,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),10223,313,51,1854
2019,Presidential,Brakna,Aleg,Bouhdide,Biram Dah Dah ABEID (Biram),11144,232,23,514
2019,Presidential,Brakna,Aleg,Bouhdide,KANE Hamidou Baba (Kane),11144,232,23,61
2019,Presidential,Brakna,Aleg,Bouhdide,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),11144,232,23,4006
2019,Presidential,Brakna,Aleg,Bouhdide,Mohamed Lemine El Mourteji El WAVI (Wavi),11144,232,23,4
2019,Presidential,Brakna,Aleg,Bouhdide,Mohamed Sidi MAOULOUD (Maouloud),11144,232,23,34
2019,Presidential,Brakna,Aleg,Bouhdide,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),11144,232,23,1801
2019,Presidential,Brakna,Aleg,Cheggar,Biram Dah Dah ABEID (Biram),7590,56,15,84
2019,Presidential,Brakna,Aleg,Cheggar,KANE Hamidou Baba (Kane),7590,56,15,11
2019,Presidential,Brakna,Aleg,Cheggar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),7590,56,15,3249
2019,Presidential,Brakna,Aleg,Cheggar,Mohamed Lemine El Mourteji El WAVI (Wavi),7590,56,15,4
2019,Presidential,Brakna,Aleg,Cheggar,Mohamed Sidi MAOULOUD (Maouloud),7590,56,15,27
2019,Presidential,Brakna,Aleg,Cheggar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),7590,56,15,1581
2019,Presidential,Brakna,Aleg,Djellewar,Biram Dah Dah ABEID (Biram),3693,27,3,221
2019,Presidential,Brakna,Aleg,Djellewar,KANE Hamidou Baba (Kane),3693,27,3,5
2019,Presidential,Brakna,Aleg,Djellewar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),3693,27,3,969
2019,Presidential,Brakna,Aleg,Djellewar,Mohamed Lemine El Mourteji El WAVI (Wavi),3693,27,3,1
2019,Presidential,Brakna,Aleg,Djellewar,Mohamed Sidi MAOULOUD (Maouloud),3693,27,3,11
2019,Presidential,Brakna,Aleg,Djellewar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),3693,27,3,646
2019,Presidential,Brakna,Aleg,Male,Biram Dah Dah ABEID (Biram),13623,191,25,654
2019,Presidential,Brakna,Aleg,Male,KANE Hamidou Baba (Kane),13623,191,25,7
2019,Presidential,Brakna,Aleg,Male,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),13623,191,25,5673
2019,Presidential,Brakna,Aleg,Male,Mohamed Lemine El Mourteji El WAVI (Wavi),13623,191,25,10
2019,Presidential,Brakna,Aleg,Male,Mohamed Sidi MAOULOUD (Maouloud),13623,191,25,221
2019,Presidential,Brakna,Aleg,Male,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),13623,191,25,1614
2019,Presidential,Brakna,Bababé,Aere M'Bar,Biram Dah Dah ABEID (Biram),7046,118,150,506
2019,Presidential,Brakna,Bababé,Aere M'Bar,KANE Hamidou Baba (Kane),7046,118,150,2057
2019,Presidential,Brakna,Bababé,Aere M'Bar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),7046,118,150,1487
2019,Presidential,Brakna,Bababé,Aere M'Bar,Mohamed Lemine El Mourteji El WAVI (Wavi),7046,118,150,8
2019,Presidential,Brakna,Bababé,Aere M'Bar,Mohamed Sidi MAOULOUD (Maouloud),7046,118,150,53
2019,Presidential,Brakna,Bababé,Aere M'Bar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),7046,118,150,180
2019,Presidential,Brakna,Bababé,Bababé,Biram Dah Dah ABEID (Biram),5121,96,154,263
2019,Presidential,Brakna,Bababé,Bababé,KANE Hamidou Baba (Kane),5121,96,154,2072
2019,Presidential,Brakna,Bababé,Bababé,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),5121,96,154,766
2019,Presidential,Brakna,Bababé,Bababé,Mohamed Lemine El Mourteji El WAVI (Wavi),5121,96,154,7
2019,Presidential,Brakna,Bababé,Bababé,Mohamed Sidi MAOULOUD (Maouloud),5121,96,154,5
2019,Presidential,Brakna,Bababé,Bababé,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),5121,96,154,135
2019,Presidential,Brakna,Bababé,El Verae,Biram Dah Dah ABEID (Biram),3429,49,24,352
2019,Presidential,Brakna,Bababé,El Verae,KANE Hamidou Baba (Kane),3429,49,24,249
2019,Presidential,Brakna,Bababé,El Verae,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),3429,49,24,1234
2019,Presidential,Brakna,Bababé,El Verae,Mohamed Lemine El Mourteji El WAVI (Wavi),3429,49,24,1
2019,Presidential,Brakna,Bababé,El Verae,Mohamed Sidi MAOULOUD (Maouloud),3429,49,24,5
2019,Presidential,Brakna,Bababé,El Verae,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),3429,49,24,168
2019,Presidential,Brakna,Boghé,Boghé,Biram Dah Dah ABEID (Biram),17928,327,333,2480
2019,Presidential,Brakna,Boghé,Boghé,KANE Hamidou Baba (Kane),17928,327,333,5648
2019,Presidential,Brakna,Boghé,Boghé,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),17928,327,333,2792
2019,Presidential,Brakna,Boghé,Boghé,Mohamed Lemine El Mourteji El WAVI (Wavi),17928,327,333,25
2019,Presidential,Brakna,Boghé,Boghé,Mohamed Sidi MAOULOUD (Maouloud),17928,327,333,157
2019,Presidential,Brakna,Boghé,Boghé,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),17928,327,333,769
2019,Presidential,Brakna,Boghé,Dar EL Aviye,Biram Dah Dah ABEID (Biram),2470,52,12,385
2019,Presidential,Brakna,Boghé,Dar EL Aviye,KANE Hamidou Baba (Kane),2470,52,12,178
2019,Presidential,Brakna,Boghé,Dar EL Aviye,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),2470,52,12,795
2019,Presidential,Brakna,Boghé,Dar EL Aviye,Mohamed Lemine El Mourteji El WAVI (Wavi),2470,52,12,3
2019,Presidential,Brakna,Boghé,Dar EL Aviye,Mohamed Sidi MAOULOUD (Maouloud),2470,52,12,38
2019,Presidential,Brakna,Boghé,Dar EL Aviye,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),2470,52,12,174
2019,Presidential,Brakna,Boghé,Dar El Barke,Biram Dah Dah ABEID (Biram),4264,89,87,605
2019,Presidential,Brakna,Boghé,Dar El Barke,KANE Hamidou Baba (Kane),4264,89,87,940
2019,Presidential,Brakna,Boghé,Dar El Barke,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4264,89,87,740
2019,Presidential,Brakna,Boghé,Dar El Barke,Mohamed Lemine El Mourteji El WAVI (Wavi),4264,89,87,8
2019,Presidential,Brakna,Boghé,Dar El Barke,Mohamed Sidi MAOULOUD (Maouloud),4264,89,87,67
2019,Presidential,Brakna,Boghé,Dar El Barke,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4264,89,87,275
2019,Presidential,Brakna,Boghé,Ould Biram,Biram Dah Dah ABEID (Biram),4696,83,50,364
2019,Presidential,Brakna,Boghé,Ould Biram,KANE Hamidou Baba (Kane),4696,83,50,667
2019,Presidential,Brakna,Boghé,Ould Biram,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4696,83,50,1493
2019,Presidential,Brakna,Boghé,Ould Biram,Mohamed Lemine El Mourteji El WAVI (Wavi),4696,83,50,5
2019,Presidential,Brakna,Boghé,Ould Biram,Mohamed Sidi MAOULOUD (Maouloud),4696,83,50,84
2019,Presidential,Brakna,Boghé,Ould Biram,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4696,83,50,520
2019,Presidential,Brakna,M’Bagne,Bagodine,Biram Dah Dah ABEID (Biram),3543,86,47,325
2019,Presidential,Brakna,M’Bagne,Bagodine,KANE Hamidou Baba (Kane),3543,86,47,1173
2019,Presidential,Brakna,M’Bagne,Bagodine,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),3543,86,47,710
2019,Presidential,Brakna,M’Bagne,Bagodine,Mohamed Lemine El Mourteji El WAVI (Wavi),3543,86,47,3
2019,Presidential,Brakna,M’Bagne,Bagodine,Mohamed Sidi MAOULOUD (Maouloud),3543,86,47,6
2019,Presidential,Brakna,M’Bagne,Bagodine,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),3543,86,47,76
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,Biram Dah Dah ABEID (Biram),2896,53,42,495
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,KANE Hamidou Baba (Kane),2896,53,42,460
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),2896,53,42,483
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,Mohamed Lemine El Mourteji El WAVI (Wavi),2896,53,42,7
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,Mohamed Sidi MAOULOUD (Maouloud),2896,53,42,25
2019,Presidential,Brakna,M’Bagne,Edebaye El Hejaj,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),2896,53,42,130
2019,Presidential,Brakna,M’Bagne,M'Bagne,Biram Dah Dah ABEID (Biram),4157,44,61,836
2019,Presidential,Brakna,M’Bagne,M'Bagne,KANE Hamidou Baba (Kane),4157,44,61,1342
2019,Presidential,Brakna,M’Bagne,M'Bagne,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4157,44,61,666
2019,Presidential,Brakna,M’Bagne,M'Bagne,Mohamed Lemine El Mourteji El WAVI (Wavi),4157,44,61,8
2019,Presidential,Brakna,M’Bagne,M'Bagne,Mohamed Sidi MAOULOUD (Maouloud),4157,44,61,27
2019,Presidential,Brakna,M’Bagne,M'Bagne,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4157,44,61,100
2019,Presidential,Brakna,M’Bagne,Niabina,Biram Dah Dah ABEID (Biram),4365,80,140,640
2019,Presidential,Brakna,M’Bagne,Niabina,KANE Hamidou Baba (Kane),4365,80,140,1709
2019,Presidential,Brakna,M’Bagne,Niabina,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4365,80,140,420
2019,Presidential,Brakna,M’Bagne,Niabina,Mohamed Lemine El Mourteji El WAVI (Wavi),4365,80,140,10
2019,Presidential,Brakna,M’Bagne,Niabina,Mohamed Sidi MAOULOUD (Maouloud),4365,80,140,20
2019,Presidential,Brakna,M’Bagne,Niabina,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4365,80,140,52
2019,Presidential,Brakna,Magtalahjar,Djonabe,Biram Dah Dah ABEID (Biram),6184,91,13,366
2019,Presidential,Brakna,Magtalahjar,Djonabe,KANE Hamidou Baba (Kane),6184,91,13,15
2019,Presidential,Brakna,Magtalahjar,Djonabe,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),6184,91,13,2425
2019,Presidential,Brakna,Magtalahjar,Djonabe,Mohamed Lemine El Mourteji El WAVI (Wavi),6184,91,13,1
2019,Presidential,Brakna,Magtalahjar,Djonabe,Mohamed Sidi MAOULOUD (Maouloud),6184,91,13,10
2019,Presidential,Brakna,Magtalahjar,Djonabe,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),6184,91,13,709
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,Biram Dah Dah ABEID (Biram),12345,247,35,236
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,KANE Hamidou Baba (Kane),12345,247,35,30
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),12345,247,35,4679
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,Mohamed Lemine El Mourteji El WAVI (Wavi),12345,247,35,9
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,Mohamed Sidi MAOULOUD (Maouloud),12345,247,35,210
2019,Presidential,Brakna,Magtalahjar,Magtalahjar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),12345,247,35,1904
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,Biram Dah Dah ABEID (Biram),7551,156,15,249
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,KANE Hamidou Baba (Kane),7551,156,15,4
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),7551,156,15,3095
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,Mohamed Lemine El Mourteji El WAVI (Wavi),7551,156,15,2
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,Mohamed Sidi MAOULOUD (Maouloud),7551,156,15,112
2019,Presidential,Brakna,Magtalahjar,Ouad Emmour,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),7551,156,15,1177
2019,Presidential,Brakna,Magtalahjar,Sangrave,Biram Dah Dah ABEID (Biram),9839,254,50,217
2019,Presidential,Brakna,Magtalahjar,Sangrave,KANE Hamidou Baba (Kane),9839,254,50,6
2019,Presidential,Brakna,Magtalahjar,Sangrave,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),9839,254,50,4110
2019,Presidential,Brakna,Magtalahjar,Sangrave,Mohamed Lemine El Mourteji El WAVI (Wavi),9839,254,50,14
2019,Presidential,Brakna,Magtalahjar,Sangrave,Mohamed Sidi MAOULOUD (Maouloud),9839,254,50,45
2019,Presidential,Brakna,Magtalahjar,Sangrave,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),9839,254,50,1544
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,Biram Dah Dah ABEID (Biram),8300,58,33,345
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,KANE Hamidou Baba (Kane),8300,58,33,31
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),8300,58,33,1059
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,Mohamed Lemine El Mourteji El WAVI (Wavi),8300,58,33,10
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,Mohamed Sidi MAOULOUD (Maouloud),8300,58,33,34
2019,Presidential,Dakhlet Nouadhibou,Chami,Chami,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),8300,58,33,759
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,Biram Dah Dah ABEID (Biram),1505,12,14,71
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,KANE Hamidou Baba (Kane),1505,12,14,2
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),1505,12,14,527
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,Mohamed Lemine El Mourteji El WAVI (Wavi),1505,12,14,2
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,Mohamed Sidi MAOULOUD (Maouloud),1505,12,14,13
2019,Presidential,Dakhlet Nouadhibou,Chami,Nouamghar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),1505,12,14,123
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,Biram Dah Dah ABEID (Biram),617,13,6,25
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,KANE Hamidou Baba (Kane),617,13,6,6
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),617,13,6,232
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,Mohamed Lemine El Mourteji El WAVI (Wavi),617,13,6,1
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,Mohamed Sidi MAOULOUD (Maouloud),617,13,6,8
2019,Presidential,Dakhlet Nouadhibou,Chami,Tmeimichat,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),617,13,6,95
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,Biram Dah Dah ABEID (Biram),4429,22,18,221
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,KANE Hamidou Baba (Kane),4429,22,18,44
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4429,22,18,976
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,Mohamed Lemine El Mourteji El WAVI (Wavi),4429,22,18,13
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,Mohamed Sidi MAOULOUD (Maouloud),4429,22,18,48
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Boulenouar,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4429,22,18,740
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,Biram Dah Dah ABEID (Biram),275,9,0,20
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,KANE Hamidou Baba (Kane),275,9,0,3
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),275,9,0,39
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,Mohamed Lemine El Mourteji El WAVI (Wavi),275,9,0,1
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,Mohamed Sidi MAOULOUD (Maouloud),275,9,0,2
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Inal,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),275,9,0,32
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Biram Dah Dah ABEID (Biram),57802,895,420,14905
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,KANE Hamidou Baba (Kane),57802,895,420,5449
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),57802,895,420,11415
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Mohamed Lemine El Mourteji El WAVI (Wavi),57802,895,420,246
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Mohamed Sidi MAOULOUD (Maouloud),57802,895,420,970
2019,Presidential,Dakhlet Nouadhibou,Nouadhibou,Nouadhibou,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),57802,895,420,8964
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,Biram Dah Dah ABEID (Biram),5311,76,41,841
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,KANE Hamidou Baba (Kane),5311,76,41,244
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),5311,76,41,590
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,Mohamed Lemine El Mourteji El WAVI (Wavi),5311,76,41,52
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,Mohamed Sidi MAOULOUD (Maouloud),5311,76,41,21
2019,Presidential,Etranger,Afrique,Côte d'Ivoire,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),5311,76,41,443
2019,Presidential,Etranger,Afrique,Gambie,Biram Dah Dah ABEID (Biram),1818,25,5,145
2019,Presidential,Etranger,Afrique,Gambie,KANE Hamidou Baba (Kane),1818,25,5,1
2019,Presidential,Etranger,Afrique,Gambie,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),1818,25,5,351
2019,Presidential,Etranger,Afrique,Gambie,Mohamed Lemine El Mourteji El WAVI (Wavi),1818,25,5,0
2019,Presidential,Etranger,Afrique,Gambie,Mohamed Sidi MAOULOUD (Maouloud),1818,25,5,62
2019,Presidential,Etranger,Afrique,Gambie,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),1818,25,5,651
2019,Presidential,Etranger,Afrique,Guinée Bissau,Biram Dah Dah ABEID (Biram),1049,24,4,23
2019,Presidential,Etranger,Afrique,Guinée Bissau,KANE Hamidou Baba (Kane),1049,24,4,5
2019,Presidential,Etranger,Afrique,Guinée Bissau,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),1049,24,4,247
2019,Presidential,Etranger,Afrique,Guinée Bissau,Mohamed Lemine El Mourteji El WAVI (Wavi),1049,24,4,0
2019,Presidential,Etranger,Afrique,Guinée Bissau,Mohamed Sidi MAOULOUD (Maouloud),1049,24,4,11
2019,Presidential,Etranger,Afrique,Guinée Bissau,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),1049,24,4,206
2019,Presidential,Etranger,Asie,Arabie Saoudite,Biram Dah Dah ABEID (Biram),4102,13,2,5
2019,Presidential,Etranger,Asie,Arabie Saoudite,KANE Hamidou Baba (Kane),4102,13,2,0
2019,Presidential,Etranger,Asie,Arabie Saoudite,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4102,13,2,1155
2019,Presidential,Etranger,Asie,Arabie Saoudite,Mohamed Lemine El Mourteji El WAVI (Wavi),4102,13,2,12
2019,Presidential,Etranger,Asie,Arabie Saoudite,Mohamed Sidi MAOULOUD (Maouloud),4102,13,2,8
2019,Presidential,Etranger,Asie,Arabie Saoudite,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4102,13,2,295
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,Biram Dah Dah ABEID (Biram),1173,11,17,24
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,KANE Hamidou Baba (Kane),1173,11,17,16
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),1173,11,17,409
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,Mohamed Lemine El Mourteji El WAVI (Wavi),1173,11,17,2
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,Mohamed Sidi MAOULOUD (Maouloud),1173,11,17,54
2019,Presidential,Etranger,Asie,Emirats Arabes Unis,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),1173,11,17,113
2019,Presidential,Etranger,Europe,France,Biram Dah Dah ABEID (Biram),7004,62,23,1629
2019,Presidential,Etranger,Europe,France,KANE Hamidou Baba (Kane),7004,62,23,1204
2019,Presidential,Etranger,Europe,France,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),7004,62,23,801
2019,Presidential,Etranger,Europe,France,Mohamed Lemine El Mourteji El WAVI (Wavi),7004,62,23,3
2019,Presidential,Etranger,Europe,France,Mohamed Sidi MAOULOUD (Maouloud),7004,62,23,129
2019,Presidential,Etranger,Europe,France,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),7004,62,23,193
2019,Presidential,Gorgol,Kaedi,Djewol,Biram Dah Dah ABEID (Biram),4324,77,81,706
2019,Presidential,Gorgol,Kaedi,Djewol,KANE Hamidou Baba (Kane),4324,77,81,1458
2019,Presidential,Gorgol,Kaedi,Djewol,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),4324,77,81,791
2019,Presidential,Gorgol,Kaedi,Djewol,Mohamed Lemine El Mourteji El WAVI (Wavi),4324,77,81,9
2019,Presidential,Gorgol,Kaedi,Djewol,Mohamed Sidi MAOULOUD (Maouloud),4324,77,81,29
2019,Presidential,Gorgol,Kaedi,Djewol,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),4324,77,81,159
2019,Presidential,Gorgol,Kaedi,Ganki,Biram Dah Dah ABEID (Biram),2580,55,46,288
2019,Presidential,Gorgol,Kaedi,Ganki,KANE Hamidou Baba (Kane),2580,55,46,553
2019,Presidential,Gorgol,Kaedi,Ganki,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),2580,55,46,721
2019,Presidential,Gorgol,Kaedi,Ganki,Mohamed Lemine El Mourteji El WAVI (Wavi),2580,55,46,8
2019,Presidential,Gorgol,Kaedi,Ganki,Mohamed Sidi MAOULOUD (Maouloud),2580,55,46,23
2019,Presidential,Gorgol,Kaedi,Ganki,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),2580,55,46,56
2019,Presidential,Gorgol,Kaedi,Kaédi,Biram Dah Dah ABEID (Biram),16657,392,136,5645
2019,Presidential,Gorgol,Kaedi,Kaédi,KANE Hamidou Baba (Kane),16657,392,136,3432
2019,Presidential,Gorgol,Kaedi,Kaédi,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),16657,392,136,2078
2019,Presidential,Gorgol,Kaedi,Kaédi,Mohamed Lemine El Mourteji El WAVI (Wavi),16657,392,136,23
2019,Presidential,Gorgol,Kaedi,Kaédi,Mohamed Sidi MAOULOUD (Maouloud),16657,392,136,197
2019,Presidential,Gorgol,Kaedi,Kaédi,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),16657,392,136,557
2019,Presidential,Gorgol,Kaedi,Lexeiba1,Biram Dah Dah ABEID (Biram),8168,310,66,1106
2019,Presidential,Gorgol,Kaedi,Lexeiba1,KANE Hamidou Baba (Kane),8168,310,66,1763
2019,Presidential,Gorgol,Kaedi,Lexeiba1,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),8168,310,66,1651
2019,Presidential,Gorgol,Kaedi,Lexeiba1,Mohamed Lemine El Mourteji El WAVI (Wavi),8168,310,66,11
2019,Presidential,Gorgol,Kaedi,Lexeiba1,Mohamed Sidi MAOULOUD (Maouloud),8168,310,66,75
2019,Presidential,Gorgol,Kaedi,Lexeiba1,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),8168,310,66,420
2019,Presidential,Gorgol,Kaedi,Nere Walo,Biram Dah Dah ABEID (Biram),3319,66,81,412
2019,Presidential,Gorgol,Kaedi,Nere Walo,KANE Hamidou Baba (Kane),3319,66,81,1199
2019,Presidential,Gorgol,Kaedi,Nere Walo,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),3319,66,81,490
2019,Presidential,Gorgol,Kaedi,Nere Walo,Mohamed Lemine El Mourteji El WAVI (Wavi),3319,66,81,2
2019,Presidential,Gorgol,Kaedi,Nere Walo,Mohamed Sidi MAOULOUD (Maouloud),3319,66,81,12
2019,Presidential,Gorgol,Kaedi,Nere Walo,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),3319,66,81,48
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,Biram Dah Dah ABEID (Biram),2577,36,33,315
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,KANE Hamidou Baba (Kane),2577,36,33,550
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,Mohamed Cheïkh Mohamed Ahmed ElGHAZOUANI (Ghazouani),2577,36,33,805
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,Mohamed Lemine El Mourteji El WAVI (Wavi),2577,36,33,1
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,Mohamed Sidi MAOULOUD (Maouloud),2577,36,33,19
2019,Presidential,Gorgol,Kaedi,Tifondé Civé,Sidi Mohamed Boubacar BOUSSALEF (Boubacar),2577,36,33,127
2019,Presidential,Gorgol,Kaedi,Tokomadji,Biram Dah Dah ABEID (Biram),2770,49,46,566
2019,Presidential,Gorgol,Kaedi,Tokomadji,KANE Hamidou Baba (Kane),2770,49,46,665
